Mes,Ano,lat,lon,Codigo,regiao,uf,Umidade média mensal,Temperatura média mensal
4,2019,-17.454722219999905,-52.601111110000765,A026,CO,GO,80.85952712100139,23.145757997218357
5,2019,-17.454722219999905,-52.60111111000079,A026,CO,GO,75.63844086021506,21.677284946236572
6,2019,-17.454722219999905,-52.601111110000765,A026,CO,GO,60.673611111111114,20.83069444444447
7,2019,-17.454722219999905,-52.60111111000079,A026,CO,GO,51.229838709677416,20.469623655913978
8,2019,-17.454722219999905,-52.60111111000077,A026,CO,GO,46.91208791208791,23.092445054945046
9,2019,-17.454722219999905,-52.601111110000765,A026,CO,GO,43.5,26.58375000000001
10,2019,-17.454722219999905,-52.60111111000078,A026,CO,GO,66.06233062330624,24.433062330623304
11,2019,-17.454722219999905,-52.60111111000076,A026,CO,GO,75.15126050420169,23.873249299719888
12,2019,-17.454722219999905,-52.60111111000079,A026,CO,GO,78.9027027027027,23.561351351351348
1,2019,-16.848888880000118,-42.44055555000066,A566,SE,MG,55.69179004037685,27.32355316285329
2,2019,-16.848888880000107,-42.44055555000056,A566,SE,MG,62.37108792846498,27.64307004470939
3,2019,-16.848888880000118,-42.44055555000066,A566,SE,MG,60.530913978494624,27.546505376344097
4,2019,-16.848888880000114,-42.44055555000063,A566,SE,MG,64.30972222222222,26.64972222222222
5,2019,-16.848888880000118,-42.44055555000066,A566,SE,MG,59.424731182795696,25.43790322580647
6,2019,-16.848888880000114,-42.44055555000063,A566,SE,MG,57.15833333333333,23.286527777777778
7,2019,-16.848888880000118,-42.44055555000066,A566,SE,MG,52.98252688172043,21.603494623655905
8,2019,-16.848888880000118,-42.440555550000646,A566,SE,MG,53.16530054644809,23.21502732240436
9,2019,-16.848888880000114,-42.44055555000063,A566,SE,MG,46.977777777777774,25.603194444444433
10,2019,-16.848888880000118,-42.44055555000066,A566,SE,MG,46.05256064690027,27.660512129380038
11,2019,-16.848888880000114,-42.44055555000063,A566,SE,MG,50.0250347705146,28.279276773296253
12,2019,-16.848888880000118,-42.44055555000066,A566,SE,MG,56.59324324324324,27.70486486486486
1,2019,-10.984645000000201,-39.61700900000035,A436,NE,BA,46.373493975903614,28.235090361445792
2,2019,-10.984645000000166,-39.61700900000021,A436,NE,BA,44.515358361774744,29.60938566552902
3,2019,-10.98464500000021,-39.617009000000394,A436,NE,BA,53.921965317919074,28.44104046242778
4,2019,-10.984645000000217,-39.61700900000042,A436,NE,BA,69.27503526093089,26.85359661495066
5,2019,-10.984645000000226,-39.617009000000465,A436,NE,BA,66.77058029689609,26.480161943319832
6,2019,-10.984645000000219,-39.61700900000043,A436,NE,BA,75.68016759776536,23.470391061452506
7,2019,-10.984645000000228,-39.617009000000465,A436,NE,BA,74.79838709677419,22.69986559139784
8,2019,-10.984645000000226,-39.617009000000465,A436,NE,BA,68.82162162162162,23.332837837837836
9,2019,-10.984645000000219,-39.61700900000043,A436,NE,BA,64.69510489510489,25.091468531468525
10,2019,-10.984645000000228,-39.617009000000465,A436,NE,BA,57.159946236559136,26.872311827956988
11,2019,-10.984645000000219,-39.61700900000043,A436,NE,BA,55.07531380753138,27.96764295676429
12,2019,-10.984645000000226,-39.617009000000465,A436,NE,BA,52.71351351351351,28.570135135135107
1,2019,-13.52782800000018,-40.11975199999951,A407,NE,BA,74.90725806451613,22.57405913978495
2,2019,-13.527828000000094,-40.11975199999997,A407,NE,BA,71.36434108527132,24.01356589147285
3,2019,-13.52782800000018,-40.11975199999951,A407,NE,BA,75.00940860215054,23.555376344086017
4,2019,-13.527828000000179,-40.11975199999953,A407,NE,BA,82.95833333333333,22.58361111111112
5,2019,-13.52782800000018,-40.11975199999951,A407,NE,BA,84.54704301075269,21.64677419354841
6,2019,-13.527828000000179,-40.11975199999953,A407,NE,BA,86.95972222222223,19.322222222222216
7,2019,-13.52782800000018,-40.11975199999951,A407,NE,BA,84.81182795698925,18.31720430107527
8,2019,-13.52782800000018,-40.11975199999951,A407,NE,BA,85.40725806451613,18.4279569892473
9,2019,-13.527828000000179,-40.11975199999953,A407,NE,BA,81.89027777777778,19.78444444444443
10,2019,-13.52782800000018,-40.11975199999951,A407,NE,BA,78.0739247311828,21.152688172042993
11,2019,-13.527828000000179,-40.11975199999953,A407,NE,BA,74.22777777777777,22.522638888888867
12,2019,-13.52782800000018,-40.11975199999951,A407,NE,BA,73.66397849462365,22.888037634408605
1,2019,-33.74229700000041,-53.37221799999975,A899,S,RS,83.75268817204301,23.183064516129015
2,2019,-33.74229700000038,-53.37221800000008,A899,S,RS,76.26497005988024,22.80119760479043
3,2019,-33.742297000000406,-53.37221799999978,A899,S,RS,81.13469387755102,21.139047619047634
4,2019,-33.742297000000256,-53.37221800000035,A899,S,RS,80.775,20.048333333333343
6,2019,-33.74229699999999,-53.372218000000316,A899,S,RS,86.4006734006734,14.404713804713817
7,2019,-33.74229700000041,-53.37221799999975,A899,S,RS,87.27016129032258,11.146236559139789
8,2019,-33.74229700000041,-53.37221799999975,A899,S,RS,87.7486559139785,11.07352150537635
9,2019,-33.7422970000004,-53.37221799999985,A899,S,RS,82.93888888888888,12.810416666666681
10,2019,-33.74229700000041,-53.37221799999975,A899,S,RS,86.78763440860214,16.27809139784949
11,2019,-33.7422970000004,-53.37221799999985,A899,S,RS,81.89583333333333,19.438750000000006
12,2019,-33.74229700000041,-53.37221799999975,A899,S,RS,78.80376344086021,20.793817204301067
1,2019,-8.666666659999997,-35.56805554000003,A357,NE,PE,82.27142857142857,25.76714285714285
2,2019,-8.666666659999953,-35.568055539999975,A357,NE,PE,81.12422360248448,26.954347826086938
3,2019,-8.666666659999995,-35.56805553999997,A357,NE,PE,82.92957746478874,27.62394366197183
4,2019,-8.66666665999999,-35.568055539999975,A357,NE,PE,78.56451612903226,28.13387096774194
5,2019,-8.66666666000006,-35.568055539999726,A357,NE,PE,85.47149460708783,25.343297380585497
6,2019,-8.666666660000091,-35.5680555399997,A357,NE,PE,88.56111111111112,23.450277777777764
7,2019,-8.6666666600001,-35.56805553999969,A357,NE,PE,89.71639784946237,22.80672043010754
8,2019,-8.6666666600001,-35.56805553999969,A357,NE,PE,87.98387096774194,22.46263440860213
9,2019,-8.666666660000091,-35.5680555399997,A357,NE,PE,85.64722222222223,23.565277777777794
10,2019,-8.6666666600001,-35.56805553999969,A357,NE,PE,80.53897849462365,24.623118279569855
11,2019,-8.666666660000091,-35.5680555399997,A357,NE,PE,74.05416666666666,26.047361111111105
12,2019,-8.6666666600001,-35.56805553999969,A357,NE,PE,73.81048387096774,26.552150537634404
1,2019,-10.738055550000135,-38.10833333000035,A419,NE,SE,65.33602150537635,26.177553763440834
2,2019,-10.738055550000112,-38.108333330000264,A419,NE,SE,65.69345238095238,27.391220238095222
3,2019,-10.738055550000135,-38.10833333000035,A419,NE,SE,71.41935483870968,26.43413978494621
4,2019,-10.738055550000128,-38.10833333000032,A419,NE,SE,73.6138888888889,26.032222222222245
5,2019,-10.738055550000135,-38.10833333000035,A419,NE,SE,73.11559139784946,25.247043010752645
6,2019,-10.738055549999993,-38.10833332999995,A419,NE,SE,83.16666666666667,22.942105263157895
7,2019,-10.73805555,-38.10833333,A419,NE,SE,87.25,21.724999999999998
8,2019,-10.73805555000001,-38.108333329999994,A419,NE,SE,83.19117647058823,20.854411764705876
9,2019,-10.738055549999938,-38.108333329999944,A419,NE,SE,73.39492753623189,23.64094202898552
10,2019,-10.738055550000135,-38.10833333000035,A419,NE,SE,72.05645161290323,24.767741935483873
11,2019,-10.738055550000123,-38.108333330000306,A419,NE,SE,65.7886524822695,26.178439716312067
12,2019,-10.738055550000121,-38.1083333300003,A419,NE,SE,64.25820256776034,26.682596291012814
1,2019,-27.85434499999981,-53.79117899999985,A805,S,RS,70.82869080779945,25.140250696378835
2,2019,-27.854344999999817,-53.79117899999985,A805,S,RS,69.83358778625954,22.772824427480906
3,2019,-27.85434499999981,-53.79117899999985,A805,S,RS,68.49115646258504,21.508979591836727
4,2019,-27.85434499999981,-53.79117899999985,A805,S,RS,72.46306818181819,20.934943181818188
5,2019,-27.854344999999807,-53.79117899999985,A805,S,RS,79.72086720867209,17.820867208672073
6,2019,-27.85434499999981,-53.79117899999985,A805,S,RS,68.5375,17.7965277777778
7,2019,-27.854344999999807,-53.79117899999985,A805,S,RS,69.38172043010752,13.527150537634402
8,2019,-27.854344999999807,-53.79117899999985,A805,S,RS,65.35483870967742,15.104435483870962
9,2019,-27.85434499999981,-53.79117899999985,A805,S,RS,63.90416666666667,18.04250000000001
10,2019,-27.854344999999807,-53.79117899999985,A805,S,RS,65.45956873315365,21.432614555256055
11,2019,-27.85434499999981,-53.79117899999985,A805,S,RS,70.69444444444444,23.297222222222214
12,2019,-27.854344999999807,-53.79117899999985,A805,S,RS,67.25537634408602,23.90940860215053
1,2019,-30.842499990000388,-55.61305554999922,A804,S,RS,79.71908602150538,23.363575268817204
2,2019,-30.842499990000253,-55.613055549999295,A804,S,RS,69.51339285714286,22.4235119047619
3,2019,-30.842499990000388,-55.61305554999922,A804,S,RS,71.26881720430107,20.490725806451607
4,2019,-30.842499990000345,-55.613055549999245,A804,S,RS,78.06944444444444,18.876388888888886
5,2019,-30.842499990000388,-55.61305554999922,A804,S,RS,84.72446236559139,15.949059139784964
6,2019,-30.842499990000345,-55.613055549999245,A804,S,RS,80.29305555555555,15.538194444444441
7,2019,-30.84249999000038,-55.613055549999224,A804,S,RS,78.56698240866035,11.176589986468212
8,2019,-30.842499990000388,-55.61305554999922,A804,S,RS,76.16935483870968,12.065994623655914
9,2019,-30.842499990000345,-55.613055549999245,A804,S,RS,69.05694444444444,14.212777777777767
10,2019,-30.84249999000034,-55.613055549999245,A804,S,RS,75.00278940027894,18.14811715481171
11,2019,-30.842499990000345,-55.613055549999245,A804,S,RS,69.77361111111111,21.055277777777782
12,2019,-30.842499990000388,-55.61305554999922,A804,S,RS,58.94489247311828,22.46478494623656
1,2019,-26.406499000000306,-52.85036599999939,A816,S,SC,77.88515406162465,22.939075630252105
2,2019,-26.406499000000256,-52.85036599999949,A816,S,SC,79.80097087378641,20.99822006472494
3,2019,-26.406498999999965,-52.85036600000007,A816,S,SC,70.59192825112108,21.55874439461883
4,2019,-26.40649899999994,-52.85036600000012,A816,S,SC,74.93030303030304,20.50030303030303
5,2019,-26.406498999999933,-52.850366000000136,A816,S,SC,85.1011673151751,17.29143968871595
6,2019,-26.40649900000031,-52.85036599999938,A816,S,SC,75.41805555555555,16.60861111111113
7,2019,-26.40649900000032,-52.85036599999936,A816,S,SC,71.50740242261104,13.874697173620454
8,2019,-26.40649900000032,-52.85036599999936,A816,S,SC,66.83736559139786,15.16075268817204
9,2019,-26.40649900000031,-52.85036599999938,A816,S,SC,65.4486111111111,18.499027777777787
10,2019,-26.40649900000032,-52.85036599999936,A816,S,SC,68.85215053763442,20.743145161290354
11,2019,-26.40649900000031,-52.85036599999938,A816,S,SC,74.86527777777778,20.866666666666678
12,2019,-26.40649900000032,-52.85036599999936,A816,S,SC,73.24059139784946,20.871774193548386
1,2019,-26.081303000000183,-48.6417740000001,A851,S,SC,83.9489247311828,26.552553763440837
2,2019,-26.081303000000307,-48.64177399999976,A851,S,SC,87.88988095238095,23.8186011904762
3,2019,-26.081303000000183,-48.6417740000001,A851,S,SC,87.95161290322581,23.434811827956974
4,2019,-26.081303000000222,-48.641773999999984,A851,S,SC,88.91527777777777,22.241944444444442
5,2019,-26.081303000000183,-48.6417740000001,A851,S,SC,91.43682795698925,20.64206989247313
6,2019,-26.081303000000222,-48.641773999999984,A851,S,SC,91.42083333333333,18.251527777777802
7,2019,-26.081302999999966,-48.64177399999998,A851,S,SC,94.04504504504504,16.75585585585585
10,2019,-26.081303000000293,-48.64177399999977,A851,S,SC,86.66536203522504,21.706849315068478
11,2019,-26.081303000000222,-48.641773999999984,A851,S,SC,84.89583333333333,22.217361111111103
12,2019,-26.081303000000183,-48.6417740000001,A851,S,SC,84.29838709677419,23.30026881720432
1,2019,-22.235221999999712,-49.96511100000031,A763,SE,SP,71.11934156378601,26.024279835390953
2,2019,-22.235221999999748,-49.96511100000056,A763,SE,SP,75.37894736842105,24.330526315789474
3,2019,-22.23522199999971,-49.965111000000284,A763,SE,SP,77.66892808683853,23.80474898236089
4,2019,-22.23522199999972,-49.96511100000036,A763,SE,SP,73.91328671328671,23.489090909090894
5,2019,-22.23522199999971,-49.96511100000026,A763,SE,SP,73.4366576819407,21.677762803234515
6,2019,-22.235221999999716,-49.96511100000034,A763,SE,SP,61.959722222222226,20.995694444444435
7,2019,-22.235221999999734,-49.96511100000046,A763,SE,SP,55.88517441860465,20.20973837209301
8,2019,-22.23522200000007,-49.965110999999986,A763,SE,SP,54.470588235294116,22.473389355742306
9,2019,-22.235221999999908,-49.96511100000016,A763,SE,SP,54.01675977653631,27.046927374301667
10,2019,-22.235221999999926,-49.9651110000003,A763,SE,SP,58.900432900432904,26.348917748917753
11,2019,-22.23522199999996,-49.965111000000235,A763,SE,SP,67.7545871559633,24.04036697247705
12,2019,-22.235221999999837,-49.965111000000455,A763,SE,SP,79.44117647058823,23.45588235294117
1,2019,-11.052163999999902,-45.200768999999354,A452,NE,BA,75.84151472650771,25.494950911640952
2,2019,-11.05216399999992,-45.20076899999938,A452,NE,BA,81.70987654320987,25.281944444444445
3,2019,-11.052163999999904,-45.20076899999936,A452,NE,BA,85.42067988668555,24.95623229461755
4,2019,-11.05216399999991,-45.20076899999937,A452,NE,BA,86.41202346041055,24.69985337243405
5,2019,-11.052163999999902,-45.200768999999354,A452,NE,BA,82.85393258426966,24.312921348314582
6,2019,-11.052163999999905,-45.20076899999936,A452,NE,BA,73.68857142857142,22.29371428571427
7,2019,-11.052163999999898,-45.20076899999936,A452,NE,BA,65.05914718019257,22.03191196698763
8,2019,-11.052163999999896,-45.20076899999938,A452,NE,BA,55.66530054644809,23.001502732240425
9,2019,-11.052163999999904,-45.20076899999936,A452,NE,BA,47.676096181046674,26.13140028288547
10,2019,-11.052163999999902,-45.200768999999354,A452,NE,BA,54.17787114845938,27.920728291316514
11,2019,-11.052163999999912,-45.20076899999937,A452,NE,BA,58.36607142857143,28.45505952380955
12,2019,-11.052163999999904,-45.20076899999936,A452,NE,BA,63.18323863636363,27.97173295454544
1,2019,-15.234582000000014,-59.34621500000052,A937,CO,MT,75.10611510791367,26.230215827338125
2,2019,-15.234582000000026,-59.346215000000534,A937,CO,MT,77.48540145985402,26.115693430656943
3,2019,-15.234581999999914,-59.34621500000021,A937,CO,MT,79.02551834130782,26.08468899521529
4,2019,-15.234581999999975,-59.3462150000004,A937,CO,MT,77.67986230636834,25.922891566265047
5,2019,-15.234581999999897,-59.34621500000015,A937,CO,MT,72.36973478939157,24.522308892355678
6,2019,-15.23458199999995,-59.34621500000032,A937,CO,MT,61.33722871452421,25.69315525876458
7,2019,-15.23458199999992,-59.34621500000022,A937,CO,MT,52.02733118971061,24.610450160771705
8,2019,-15.234581999999792,-59.346214999999816,A937,CO,MT,50.079301075268816,25.018951612903237
9,2019,-15.234581999999843,-59.34621499999998,A937,CO,MT,51.143478260869564,28.892753623188405
10,2019,-15.234581999999827,-59.34621499999993,A937,CO,MT,67.1886524822695,26.627234042553187
11,2019,-15.23458199999987,-59.346215000000065,A937,CO,MT,72.24548192771084,26.657228915662643
12,2019,-15.234581999999845,-59.34621499999999,A937,CO,MT,78.21656976744185,25.730959302325626
1,2019,-19.988387999999855,-40.57957199999953,A613,SE,ES,84.22849462365592,21.48051075268816
2,2019,-19.988387999999865,-40.579571999999615,A613,SE,ES,85.56631892697466,21.965126676602075
3,2019,-19.98838799999987,-40.579571999999644,A613,SE,ES,87.84379785604901,20.83996937212861
4,2019,-19.988387999999883,-40.57957199999977,A613,SE,ES,90.57894736842105,20.504561403508756
5,2019,-19.988387999999887,-40.57957199999979,A613,SE,ES,92.21964285714286,19.06375000000001
6,2019,-19.98838799999987,-40.57957199999966,A613,SE,ES,92.13664596273291,17.054347826086975
7,2019,-19.988387999999855,-40.57957199999953,A613,SE,ES,86.77553763440861,15.902956989247306
8,2019,-19.988387999999855,-40.57957199999953,A613,SE,ES,92.70430107526882,15.427553763440853
9,2019,-19.98838799999986,-40.57957199999956,A613,SE,ES,90.06963788300835,17.323676880222845
10,2019,-19.988387999999855,-40.57957199999953,A613,SE,ES,90.3032345013477,18.592048517520215
11,2019,-19.98838799999986,-40.579571999999565,A613,SE,ES,91.73463687150839,19.102932960893856
12,2019,-19.98838799999995,-40.57957200000017,A613,SE,ES,83.5788043478261,19.351086956521744
1,2019,-13.25109400000006,-43.405365,A418,NE,BA,59.388,27.879200000000004
2,2019,-13.25109399999998,-43.405364999999954,A418,NE,BA,69.59349593495935,28.275609756097566
3,2019,-13.251094000000046,-43.40536499999951,A418,NE,BA,67.13832853025937,28.52925072046111
4,2019,-13.25109400000003,-43.40536499999949,A418,NE,BA,71.9943661971831,27.55281690140844
5,2019,-13.25109400000001,-43.40536499999947,A418,NE,BA,61.958847736625515,27.926337448559664
6,2019,-13.25109400000002,-43.405364999999485,A418,NE,BA,54.484722222222224,26.128750000000025
7,2019,-13.251093999999997,-43.405364999999456,A418,NE,BA,50.92338709677419,25.30336021505375
8,2019,-13.251094000000009,-43.40536499999947,A418,NE,BA,48.28317373461012,26.481121751025984
9,2019,-13.25109400000002,-43.405364999999485,A418,NE,BA,44.15277777777778,28.83194444444446
10,2019,-13.251093999999998,-43.40536499999946,A418,NE,BA,45.22102425876011,30.18450134770887
11,2019,-13.251094000000029,-43.40536499999949,A418,NE,BA,49.616573033707866,30.53834269662921
12,2019,-13.251094000000109,-43.40536500000011,A418,NE,BA,56.62814070351759,29.772864321608047
1,2019,-10.473958999999935,-36.48205099999987,A421,NE,SE,79.31182795698925,27.289784946236573
2,2019,-10.473958999999937,-36.48205099999996,A421,NE,SE,81.61011904761905,28.139285714285723
3,2019,-10.473958999999935,-36.48205099999987,A421,NE,SE,82.56989247311827,28.01438172043011
4,2019,-10.473958999999935,-36.4820509999999,A421,NE,SE,86.8125,27.231388888888873
5,2019,-10.473958999999935,-36.48205099999987,A421,NE,SE,87.83198924731182,26.212365591397834
6,2019,-10.473958999999935,-36.4820509999999,A421,NE,SE,88.35138888888889,25.01027777777777
7,2019,-10.473958999999935,-36.482050999999885,A421,NE,SE,88.04353741496598,24.621768707483007
8,2019,-10.473958999999935,-36.482050999999885,A421,NE,SE,86.48016415868673,24.3155950752394
9,2019,-10.473958999999935,-36.482050999999935,A421,NE,SE,79.03468208092485,25.333092485549148
10,2019,-10.473958999999937,-36.48205100000004,A421,NE,SE,55.673701298701296,26.068181818181817
11,2019,-10.473958999999946,-36.482051000000354,A421,NE,SE,79.69849246231156,26.799748743718563
12,2019,-10.473958999999935,-36.48205099999987,A421,NE,SE,76.14112903225806,27.476344086021516
4,2019,-22.9550280000002,-55.62600000000018,S702,CO,MS,82.21694915254237,22.314237288135587
5,2019,-22.955028000000222,-55.62599999999943,S702,CO,MS,85.39784946236558,20.07903225806451
6,2019,-22.95502800000022,-55.62599999999953,S702,CO,MS,72.85,19.659444444444443
7,2019,-22.955028000000222,-55.62599999999943,S702,CO,MS,66.4260752688172,16.956854838709678
8,2019,-22.955028000000222,-55.6259999999995,S702,CO,MS,57.21487603305785,19.910743801652885
9,2019,-22.955028000000173,-55.62600000000018,S702,CO,MS,57.78556263269639,23.39490445859874
10,2019,-22.955028000000155,-55.626000000000175,S702,CO,MS,58.82775119617225,26.462440191387568
11,2019,-22.955028000000194,-55.62600000000018,S702,CO,MS,68.83484573502723,25.178039927404726
12,2019,-22.955028000000222,-55.62599999999943,S702,CO,MS,78.21236559139786,23.84838709677421
1,2019,-19.356922999999895,-40.06868799999963,A614,SE,ES,71.1554054054054,27.411993243243217
2,2019,-19.356922999999863,-40.06868799999962,A614,SE,ES,71.02222222222223,28.0504761904762
3,2019,-19.35692299999979,-40.06868799999958,A614,SE,ES,71.93279569892474,27.24583333333333
4,2019,-19.356922999999803,-40.06868799999959,A614,SE,ES,75.5375,26.645277777777757
5,2019,-19.356922999999803,-40.06868799999959,A614,SE,ES,76.52094972067039,25.1840782122905
6,2019,-19.356922999999803,-40.06868799999959,A614,SE,ES,79.86944444444444,22.884166666666676
7,2019,-19.35692299999979,-40.06868799999958,A614,SE,ES,76.66666666666667,21.510349462365603
8,2019,-19.35692299999979,-40.06868799999958,A614,SE,ES,76.52150537634408,21.830779569892492
9,2019,-19.356922999999803,-40.06868799999959,A614,SE,ES,74.62916666666666,23.48430555555555
10,2019,-19.35692299999979,-40.06868799999958,A614,SE,ES,74.95698924731182,24.555913978494637
11,2019,-19.356922999999803,-40.06868799999959,A614,SE,ES,78.34728033472804,24.9534170153417
12,2019,-19.35692299999979,-40.06868799999958,A614,SE,ES,78.62903225806451,25.805913978494637
1,2019,-14.886427999999864,-40.80132999999992,A414,NE,BA,74.33766233766234,22.93398268398267
2,2019,-14.886428000000015,-40.80132999999999,A414,NE,BA,69.33098591549296,25.500704225352116
3,2019,-14.886427999999837,-40.801329999999346,A414,NE,BA,77.66397849462365,23.039784946236566
4,2019,-14.886427999999839,-40.80132999999938,A414,NE,BA,86.15277777777777,21.953750000000003
5,2019,-14.886427999999839,-40.80132999999935,A414,NE,BA,85.74154262516915,21.17510148849798
6,2019,-14.88642799999984,-40.801329999999396,A414,NE,BA,86.29278642149929,18.756152758132945
7,2019,-14.886427999999839,-40.80132999999935,A414,NE,BA,83.06621621621622,17.921891891891892
8,2019,-14.886427999999837,-40.80132999999935,A414,NE,BA,86.19246298788694,18.11547779273217
9,2019,-14.886427999999839,-40.80132999999938,A414,NE,BA,78.63977746870654,20.08247566063978
10,2019,-14.886427999999837,-40.801329999999346,A414,NE,BA,74.72446236559139,21.659946236559133
11,2019,-14.886427999999839,-40.80132999999938,A414,NE,BA,71.125,23.017083333333343
12,2019,-14.886427999999837,-40.801329999999346,A414,NE,BA,72.35483870967742,23.287903225806478
1,2019,-20.104166659999844,-41.10694443999916,A657,SE,ES,70.68413978494624,25.358736559139768
2,2019,-20.104166659999883,-41.10694443999927,A657,SE,ES,77.22619047619048,25.04568452380949
3,2019,-20.104166659999844,-41.10694443999916,A657,SE,ES,77.43413978494624,24.402956989247336
4,2019,-20.104166659999855,-41.1069444399992,A657,SE,ES,81.39027777777778,23.652638888888916
5,2019,-20.104166659999844,-41.10694443999916,A657,SE,ES,82.29704301075269,22.044892473118278
6,2019,-20.104166659999855,-41.1069444399992,A657,SE,ES,77.58888888888889,20.247638888888886
7,2019,-20.104166659999848,-41.106944439999175,A657,SE,ES,67.3811475409836,18.93333333333334
8,2019,-20.104166659999844,-41.10694443999916,A657,SE,ES,62.58467741935484,19.832661290322555
9,2019,-20.104166659999855,-41.1069444399992,A657,SE,ES,60.61474269819193,22.003755215577197
10,2019,-20.104166659999844,-41.10694443999916,A657,SE,ES,61.608870967741936,23.224462365591407
11,2019,-20.104166659999855,-41.1069444399992,A657,SE,ES,69.15555555555555,23.1648611111111
12,2019,-20.104166659999844,-41.10694443999916,A657,SE,ES,69.34946236559139,23.59690860215051
1,2019,-1.411228000000021,-48.43951200000029,A201,N,PA,84.19623655913979,26.230241935483903
2,2019,-1.4112280000000208,-48.439512000000605,A201,N,PA,85.76681614349776,26.283707025411076
3,2019,-1.411228000000021,-48.43951200000029,A201,N,PA,86.63844086021506,25.840322580645193
4,2019,-1.4112280000000228,-48.4395120000004,A201,N,PA,86.25972222222222,26.300138888888906
5,2019,-1.411228000000021,-48.43951200000029,A201,N,PA,84.69220430107526,26.527553763440856
6,2019,-1.4112280000000228,-48.4395120000004,A201,N,PA,80.47083333333333,26.972916666666666
7,2019,-1.411228000000021,-48.43951200000029,A201,N,PA,78.10349462365592,26.946102150537612
8,2019,-1.4112280000000224,-48.43951200000034,A201,N,PA,76.96584699453553,27.22663934426233
9,2019,-1.4112280000000228,-48.4395120000004,A201,N,PA,76.2,27.484305555555565
10,2019,-1.411228000000021,-48.43951200000029,A201,N,PA,77.10349462365592,27.280913978494638
11,2019,-1.4112280000000228,-48.4395120000004,A201,N,PA,77.96666666666667,27.444027777777762
12,2019,-1.411228000000021,-48.43951200000029,A201,N,PA,80.80645161290323,27.166666666666682
1,2019,-16.26055554999995,-47.96694443000078,A012,CO,GO,64.67069892473118,23.932526881720445
2,2019,-16.26055555,-47.966944430000694,A012,CO,GO,73.51041666666667,23.40029761904764
3,2019,-16.26055554999995,-47.96694443000078,A012,CO,GO,78.14112903225806,22.634811827956987
4,2019,-16.260555549999967,-47.96694443000076,A012,CO,GO,75.50277777777778,22.89791666666669
5,2019,-16.26055554999995,-47.96694443000078,A012,CO,GO,68.73387096774194,22.424462365591395
6,2019,-16.260555549999967,-47.96694443000076,A012,CO,GO,60.109722222222224,20.399861111111104
7,2019,-16.26055554999995,-47.96694443000078,A012,CO,GO,50.30241935483871,20.14569892473116
8,2019,-16.26055554999995,-47.96694443000078,A012,CO,GO,43.053763440860216,22.583198924731175
9,2019,-16.260555550000007,-47.96694443000068,A012,CO,GO,32.119155354449475,26.319306184012074
10,2019,-16.260555549999978,-47.96694442999983,A012,CO,GO,47.988679245283016,26.552452830188685
11,2019,-16.260555549999967,-47.96694443000076,A012,CO,GO,67.24861111111112,23.844444444444434
12,2019,-16.26055554999995,-47.96694443000078,A012,CO,GO,73.28225806451613,23.180645161290297
1,2019,-22.09283299999992,-54.79883300000033,S710,CO,MS,81.48208469055375,26.347557003257332
2,2019,-22.09283299999998,-54.79883300000021,S710,CO,MS,78.17083333333333,25.768333333333352
3,2019,-22.092833000000244,-54.79883300000056,S710,CO,MS,74.74596774193549,25.554973118279555
4,2019,-22.092833000000237,-54.798833000000556,S710,CO,MS,77.52916666666667,24.434999999999985
5,2019,-22.092833000000205,-54.79883300000054,S710,CO,MS,78.31268882175226,22.555438066465257
6,2019,-22.092832999999988,-54.79883300000045,S710,CO,MS,61.046082949308754,23.64723502304147
7,2019,-22.092832999999953,-54.79883300000043,S710,CO,MS,54.84596577017115,21.77530562347188
8,2019,-22.092833000000052,-54.79883300000048,S710,CO,MS,48.77479338842975,23.869008264462813
9,2019,-22.092833000000077,-54.798833000000485,S710,CO,MS,50.345238095238095,27.21269841269843
10,2019,-22.092833000000088,-54.79883300000049,S710,CO,MS,55.54368932038835,28.546601941747593
11,2019,-22.092833000000237,-54.798833000000556,S710,CO,MS,64.08888888888889,27.391388888888905
12,2019,-22.092833000000244,-54.79883300000056,S710,CO,MS,76.71370967741936,25.559677419354845
1,2019,-10.399719000000003,-37.74750299999955,A420,NE,SE,70.76478494623656,26.513037634408626
2,2019,-10.399719000000003,-37.74750299999964,A420,NE,SE,71.36011904761905,27.71994047619049
3,2019,-10.399719000000003,-37.74750299999955,A420,NE,SE,77.22177419354838,26.78279569892472
4,2019,-10.399719000000003,-37.747502999999575,A420,NE,SE,79.60694444444445,26.292777777777808
5,2019,-10.399719000000003,-37.74750299999955,A420,NE,SE,78.70295698924731,25.581854838709734
6,2019,-10.399719000000003,-37.747502999999575,A420,NE,SE,90.51388888888889,22.734444444444435
7,2019,-10.399719000000003,-37.74750299999955,A420,NE,SE,91.71102150537635,22.0008064516129
8,2019,-10.399719000000003,-37.74750299999955,A420,NE,SE,90.3991935483871,21.476344086021474
9,2019,-10.399719000000003,-37.74750299999958,A420,NE,SE,85.94986072423399,23.027576601671313
10,2019,-10.399719000000003,-37.74750299999955,A420,NE,SE,76.60887096774194,24.982392473118303
11,2019,-10.399719000000003,-37.747502999999575,A420,NE,SE,70.6138888888889,26.536388888888894
12,2019,-10.399719000000003,-37.74750299999955,A420,NE,SE,68.70564516129032,27.030107526881714
1,2019,-11.058611110000085,-38.444166659999674,A458,NE,BA,66.65275908479138,27.11668909825032
2,2019,-11.05861111000008,-38.44416665999968,A458,NE,BA,67.52686567164179,28.362686567164168
