Mes,Ano,lat,lon,Codigo,regiao,uf,Umidade média mensal,Temperatura média mensal
4,2018,-3.2947222099999887,-60.62833331999974,A119,N,AM,82.83055555555555,26.263611111111103
5,2018,-3.294722209999994,-60.628333319999655,A119,N,AM,82.1263440860215,26.481720430107522
6,2018,-3.2947222099999887,-60.62833331999974,A119,N,AM,77.54305555555555,26.965416666666684
7,2018,-3.294722209999994,-60.628333319999655,A119,N,AM,75.12231182795699,27.43077956989248
8,2018,-3.294722209999994,-60.628333319999655,A119,N,AM,74.5,27.745698924731183
9,2018,-3.2947222099999887,-60.62833331999974,A119,N,AM,71.31527777777778,28.724722222222212
10,2018,-3.294722209999994,-60.628333319999655,A119,N,AM,69.45295698924731,29.29919354838712
11,2018,-3.2947222099999887,-60.62833331999974,A119,N,AM,77.02222222222223,27.89611111111118
12,2018,-3.294722209999994,-60.628333319999655,A119,N,AM,83.01209677419355,26.04986559139783
10,2018,-3.2702777700000056,-52.394722209999806,A253,N,PA,-5504.255952380952,-5522.479761904763
11,2018,-3.2702777699999723,-52.394722210000126,A253,N,PA,63.44444444444444,13.058333333333348
12,2018,-3.270277769999977,-52.394722210000225,A253,N,PA,85.47983870967742,25.08454301075268
1,2018,-20.03111109999967,-44.01111111000051,A555,SE,MG,68.3763440860215,21.945026881720434
2,2018,-20.031111099999723,-44.01111111000042,A555,SE,MG,63.041666666666664,5.776636904761903
3,2018,-20.03111109999967,-44.01111111000051,A555,SE,MG,62.09543010752688,8.113978494623662
4,2018,-20.031111099999688,-44.011111110000485,A555,SE,MG,57.43333333333333,5.771805555555573
5,2018,-20.03111109999967,-44.01111111000051,A555,SE,MG,25.846774193548388,-22.10470430107529
6,2018,-20.031111099999688,-44.011111110000485,A555,SE,MG,67.08888888888889,18.32944444444447
7,2018,-20.03111109999967,-44.01111111000051,A555,SE,MG,32.556451612903224,-8.826344086021507
8,2018,-20.03111109999967,-44.01111111000051,A555,SE,MG,10.625,-35.65981182795698
9,2018,-20.031111099999688,-44.011111110000485,A555,SE,MG,63.143055555555556,19.95152777777777
10,2018,-20.03111109999967,-44.01111111000051,A555,SE,MG,43.708333333333336,-5.793682795698915
11,2018,-20.031111099999688,-44.011111110000485,A555,SE,MG,76.0625,19.860416666666666
12,2018,-20.03111109999967,-44.01111111000051,A555,SE,MG,72.83602150537635,21.32809139784945
1,2018,-2.502777769999978,-54.720277770000344,A250,N,PA,81.62096774193549,25.959946236559126
2,2018,-2.5027777699999794,-54.72027777000034,A250,N,PA,85.67113095238095,25.183333333333355
3,2018,-2.502777769999978,-54.720277770000344,A250,N,PA,84.18548387096774,25.847043010752675
4,2018,-2.5027777699999785,-54.720277770000344,A250,N,PA,86.18472222222222,25.381666666666682
5,2018,-2.502777769999978,-54.720277770000344,A250,N,PA,85.38440860215054,25.744892473118277
6,2018,-2.5027777699999785,-54.720277770000344,A250,N,PA,84.89861111111111,25.560416666666637
7,2018,-2.502777769999978,-54.720277770000344,A250,N,PA,84.08736559139786,25.676612903225795
8,2018,-2.502777769999978,-54.720277770000344,A250,N,PA,80.20564516129032,26.36021505376344
9,2018,-2.5027777699999785,-54.720277770000344,A250,N,PA,78.70277777777778,26.97055555555557
10,2018,-2.502777769999978,-54.720277770000344,A250,N,PA,73.61962365591398,28.095833333333346
11,2018,-2.5027777699999785,-54.720277770000344,A250,N,PA,76.34027777777777,27.556944444444433
12,2018,-2.502777769999978,-54.720277770000344,A250,N,PA,83.90860215053763,25.558333333333366
1,2018,-10.002222219999815,-42.47333331999928,A449,NE,BA,-9999.0,-9999.0
2,2018,-10.002222219999842,-42.47333331999938,A449,NE,BA,-9999.0,-9999.0
3,2018,-10.002222219999815,-42.47333331999928,A449,NE,BA,-9999.0,-9999.0
4,2018,-10.002222219999824,-42.473333319999306,A449,NE,BA,-8280.081944444444,-8286.477222222224
5,2018,-10.002222219999815,-42.47333331999928,A449,NE,BA,57.46774193548387,25.84193548387097
6,2018,-10.002222219999824,-42.473333319999306,A449,NE,BA,55.109722222222224,25.062777777777757
7,2018,-10.002222219999815,-42.47333331999928,A449,NE,BA,49.48924731182796,24.697849462365603
8,2018,-10.002222219999815,-42.47333331999928,A449,NE,BA,45.53763440860215,26.213440860215034
9,2018,-10.002222219999824,-42.473333319999306,A449,NE,BA,41.25138888888889,27.909305555555584
10,2018,-10.002222219999815,-42.47333331999928,A449,NE,BA,45.833333333333336,28.93024193548387
11,2018,-10.002222219999824,-42.473333319999306,A449,NE,BA,47.704166666666666,28.727777777777792
12,2018,-10.002222219999815,-42.47333331999928,A449,NE,BA,62.829301075268816,26.33521505376345
2,2018,-23.64444444000006,-54.57027777000022,S709,CO,MS,-9999.0,-9999.0
3,2018,-23.644444440000267,-54.57027776999951,S709,CO,MS,-9999.0,-9999.0
4,2018,-23.644444440000264,-54.57027776999952,S709,CO,MS,-9999.0,-3678.7333333333295
5,2018,-23.644444440000267,-54.57027776999951,S709,CO,MS,-4353.819892473119,-6.217204301075282
6,2018,-23.644444440000264,-54.57027776999952,S709,CO,MS,79.39166666666667,17.223749999999995
7,2018,-23.644444440000267,-54.57027776999951,S709,CO,MS,68.73387096774194,18.56196236559139
8,2018,-23.644444440000267,-54.57027776999951,S709,CO,MS,70.71102150537635,17.290860215053762
9,2018,-23.644444440000264,-54.57027776999952,S709,CO,MS,73.73472222222222,20.8865277777778
10,2018,-23.644444440000267,-54.57027776999951,S709,CO,MS,80.14112903225806,23.220564516129027
11,2018,-23.644444440000264,-54.57027776999952,S709,CO,MS,73.67916666666666,24.916666666666647
12,2018,-23.644444440000267,-54.57027776999951,S709,CO,MS,69.65456989247312,25.85026881720425
1,2018,-0.9586111099999945,-62.94222220999907,A128,N,AM,-9999.0,-9999.0
2,2018,-0.9586111099999948,-62.94222220999935,A128,N,AM,-9999.0,-9999.0
3,2018,-0.9586111099999945,-62.94222220999907,A128,N,AM,-9999.0,-9999.0
4,2018,-0.9586111099999945,-62.94222220999916,A128,N,AM,-9999.0,-9999.0
5,2018,-0.9586111099999945,-62.94222220999907,A128,N,AM,-9999.0,-9999.0
6,2018,-0.9586111099999945,-62.94222220999916,A128,N,AM,-9999.0,-9999.0
7,2018,-0.9586111099999945,-62.94222220999907,A128,N,AM,-9999.0,-9999.0
8,2018,-0.9586111099999945,-62.94222220999907,A128,N,AM,-9999.0,-9999.0
9,2018,-0.9586111099999945,-62.94222220999916,A128,N,AM,-9999.0,-9999.0
10,2018,-0.9586111099999945,-62.94222220999907,A128,N,AM,-9999.0,-9999.0
11,2018,-0.9586111099999945,-62.94222220999916,A128,N,AM,-9999.0,-5264.657638888888
12,2018,-0.9586111099999945,-62.94222220999907,A128,N,AM,-9999.0,26.022177419354826
1,2018,-16.011111109999703,-47.557499999999884,A047,CO,DF,49.755376344086024,-4.873655913978501
2,2018,-16.01111110999972,-47.557499999999685,A047,CO,DF,51.42857142857143,-8.035714285714306
3,2018,-16.011111109999703,-47.557499999999884,A047,CO,DF,-231.7997311827957,-287.34811827956975
4,2018,-16.01111110999971,-47.55749999999979,A047,CO,DF,68.02916666666667,6.733888888888876
5,2018,-16.011111109999703,-47.557499999999884,A047,CO,DF,-10.333333333333334,-61.07392473118281
6,2018,-16.01111110999971,-47.55749999999979,A047,CO,DF,-258.6972222222222,-300.4159722222224
7,2018,-16.011111109999703,-47.557499999999884,A047,CO,DF,54.806451612903224,19.640456989247323
8,2018,-16.011111109999703,-47.557499999999884,A047,CO,DF,38.74193548387097,21.85846774193548
9,2018,-16.01111110999971,-47.55749999999979,A047,CO,DF,-7.990277777777778,9.546666666666674
10,2018,-16.011111109999703,-47.557499999999884,A047,CO,DF,-38.80107526881721,10.028225806451594
11,2018,-16.01111110999971,-47.55749999999979,A047,CO,DF,-41.395833333333336,-103.91611111111114
12,2018,-16.011111109999703,-47.557499999999884,A047,CO,DF,-4.306451612903226,-4.712365591397827
1,2018,0.5994444400000094,-69.19194443999919,S115,N,AM,-9999.0,-9999.0
2,2018,0.599444440000009,-69.19194443999939,S115,N,AM,-9999.0,-9999.0
3,2018,0.5994444400000094,-69.19194443999919,S115,N,AM,-9999.0,-8988.504166666662
4,2018,0.5994444400000092,-69.19194443999926,S115,N,AM,-9999.0,-16.641944444444427
5,2018,0.5994444400000094,-69.19194443999919,S115,N,AM,-9999.0,-231.39489247311843
6,2018,0.5994444400000092,-69.19194443999926,S115,N,AM,-9999.0,-3.7643055555555396
7,2018,0.5994444400000094,-69.19194443999919,S115,N,AM,-9999.0,-1390.1782258064516
8,2018,0.5994444400000094,-69.19194443999919,S115,N,AM,-9999.0,-9945.097983870968
9,2018,0.5994444400000092,-69.19194443999926,S115,N,AM,-9999.0,-9999.0
10,2018,0.5994444400000094,-69.19194443999919,S115,N,AM,-9999.0,-9999.0
11,2018,0.5994444400000092,-69.19194443999926,S115,N,AM,-9999.0,-9999.0
12,2018,0.5994444400000094,-69.19194443999919,S115,N,AM,-9999.0,-9999.0
1,2018,-30.368611099999868,-56.43722220999934,A831,S,RS,65.35618279569893,25.006048387096797
2,2018,-30.36861109999998,-56.437222209999355,A831,S,RS,61.72470238095238,24.375000000000007
3,2018,-30.368611099999868,-56.43722220999934,A831,S,RS,65.23655913978494,22.113440860215057
4,2018,-30.368611099999903,-56.43722220999935,A831,S,RS,75.3638888888889,22.600277777777762
5,2018,-30.368611099999868,-56.43722220999934,A831,S,RS,67.83736559139786,2.907123655913986
6,2018,-30.368611099999903,-56.43722220999935,A831,S,RS,39.147222222222226,-30.80652777777777
7,2018,-30.368611099999868,-56.43722220999934,A831,S,RS,68.24596774193549,-1.4764784946236584
8,2018,-30.368611099999868,-56.43722220999934,A831,S,RS,62.950268817204304,-1.332392473118279
9,2018,-30.368611099999903,-56.43722220999935,A831,S,RS,78.00972222222222,18.376111111111122
10,2018,-30.368611099999868,-56.43722220999934,A831,S,RS,-5953.123655913979,-5973.265860215055
11,2018,-30.368611099999903,-56.43722220999935,A831,S,RS,-4799.155555555555,-4821.45763888889
12,2018,-30.368611099999868,-56.43722220999934,A831,S,RS,69.35618279569893,23.1782258064516
1,2018,-22.983333329999798,-42.01666666000071,A606,SE,RJ,-432.08870967741933,-486.6533602150538
2,2018,-22.98333332999976,-42.01666666000061,A606,SE,RJ,61.717261904761905,10.758928571428564
3,2018,-22.983333329999798,-42.01666666000071,A606,SE,RJ,68.3010752688172,26.592204301075263
4,2018,-22.983333329999752,-42.01666666000067,A606,SE,RJ,69.56388888888888,25.059861111111104
5,2018,-22.983333329999798,-42.01666666000071,A606,SE,RJ,73.11827956989248,22.949059139784925
6,2018,-22.983333329999752,-42.01666666000067,A606,SE,RJ,-1140.4166666666667,22.062222222222236
7,2018,-22.983333329999798,-42.01666666000071,A606,SE,RJ,75.63306451612904,22.453494623655885
8,2018,-22.983333329999798,-42.01666666000071,A606,SE,RJ,75.77284946236558,21.397715053763434
9,2018,-22.983333329999752,-42.01666666000067,A606,SE,RJ,-9005.95,22.600277777777762
10,2018,-22.983333329999798,-42.01666666000071,A606,SE,RJ,-5622.959677419355,22.74744623655914
11,2018,-22.983333329999752,-42.01666666000067,A606,SE,RJ,-7434.558333333333,23.417361111111116
12,2018,-22.983333329999798,-42.01666666000071,A606,SE,RJ,78.61290322580645,25.07190860215053
1,2018,-10.47944442999983,-36.48194443000019,A421,NE,SE,80.48387096774194,27.26760752688169
2,2018,-10.479444429999855,-36.4819444300001,A421,NE,SE,82.59970238095238,27.333035714285696
3,2018,-10.47944442999983,-36.48194443000019,A421,NE,SE,83.20430107526882,27.386155913978524
4,2018,-10.479444429999837,-36.48194443000016,A421,NE,SE,84.08472222222223,26.369722222222233
5,2018,-10.47944442999983,-36.48194443000019,A421,NE,SE,72.87903225806451,25.77513440860216
6,2018,-10.479444429999837,-36.48194443000016,A421,NE,SE,70.97361111111111,25.017361111111107
7,2018,-10.47944442999983,-36.48194443000019,A421,NE,SE,58.715053763440864,24.12983870967742
8,2018,-10.47944442999983,-36.48194443000019,A421,NE,SE,15.291666666666666,24.442876344086027
9,2018,-10.479444429999837,-36.48194443000016,A421,NE,SE,80.99444444444444,25.362777777777804
10,2018,-10.47944442999983,-36.48194443000019,A421,NE,SE,79.40188172043011,26.558064516129015
11,2018,-10.479444429999837,-36.48194443000016,A421,NE,SE,79.74305555555556,26.925833333333326
12,2018,-10.47944442999983,-36.48194443000019,A421,NE,SE,78.83870967741936,27.30094086021506
1,2018,-22.41500000000043,-46.805277769999684,A739,SE,SP,76.61559139784946,23.46639784946237
2,2018,-22.41500000000038,-46.8052777699997,A739,SE,SP,72.0610119047619,23.493005952380962
3,2018,-22.41500000000043,-46.805277769999684,A739,SE,SP,72.74462365591398,24.643413978494642
4,2018,-22.415000000000415,-46.80527776999969,A739,SE,SP,69.63472222222222,21.70694444444444
5,2018,-22.41500000000043,-46.805277769999684,A739,SE,SP,68.2486559139785,19.125806451612913
6,2018,-22.415000000000415,-46.80527776999969,A739,SE,SP,67.77777777777777,19.410416666666674
7,2018,-22.41500000000043,-46.805277769999684,A739,SE,SP,59.14784946236559,18.535887096774186
8,2018,-22.41500000000043,-46.805277769999684,A739,SE,SP,67.79838709677419,18.571639784946235
9,2018,-22.415000000000415,-46.80527776999969,A739,SE,SP,64.3013888888889,21.328472222222217
10,2018,-22.41500000000043,-46.805277769999684,A739,SE,SP,70.47849462365592,23.111290322580665
11,2018,-22.415000000000415,-46.80527776999969,A739,SE,SP,71.8125,23.155555555555566
12,2018,-22.41500000000043,-46.805277769999684,A739,SE,SP,67.63709677419355,24.47997311827954
1,2018,-12.871944430000244,-58.38722221000079,A927,CO,MT,-7359.931451612903,-7371.0482526881715
2,2018,-12.871944430000223,-58.387222210000495,A927,CO,MT,-7660.275297619048,-7671.5711309523795
3,2018,-12.871944430000244,-58.38722221000079,A927,CO,MT,-4034.2056451612902,-4071.072311827958
4,2018,-12.871944430000237,-58.3872222100007,A927,CO,MT,86.27777777777777,24.32777777777776
5,2018,-12.871944430000244,-58.38722221000079,A927,CO,MT,75.79569892473118,24.252688172043012
6,2018,-12.871944430000237,-58.3872222100007,A927,CO,MT,69.09861111111111,23.031805555555533
7,2018,-12.871944430000244,-58.38722221000079,A927,CO,MT,52.45967741935484,24.561155913978514
8,2018,-12.871944430000244,-58.38722221000079,A927,CO,MT,56.65860215053763,25.522849462365564
9,2018,-12.871944430000237,-58.3872222100007,A927,CO,MT,63.64861111111111,25.741805555555548
10,2018,-12.871944430000244,-58.38722221000079,A927,CO,MT,80.06048387096774,25.449731182795702
11,2018,-12.871944430000237,-58.3872222100007,A927,CO,MT,86.49305555555556,24.78958333333334
12,2018,-12.871944430000244,-58.38722221000079,A927,CO,MT,87.31720430107526,24.24825268817207
1,2018,-29.45027776999996,-51.82416666000047,A882,S,RS,75.12768817204301,24.378494623655882
2,2018,-29.450277769999964,-51.82416666000046,A882,S,RS,73.6577380952381,23.443601190476176
3,2018,-29.45027776999996,-51.82416666000047,A882,S,RS,76.65053763440861,22.65282258064516
4,2018,-29.45027776999996,-51.824166660000465,A882,S,RS,79.14166666666667,22.573611111111113
5,2018,-29.45027776999996,-51.82416666000047,A882,S,RS,81.29166666666667,17.618817204301074
6,2018,-29.45027776999996,-51.824166660000465,A882,S,RS,84.47777777777777,13.281388888888882
7,2018,-29.45027776999996,-51.82416666000047,A882,S,RS,85.21774193548387,14.342338709677422
8,2018,-29.45027776999996,-51.82416666000047,A882,S,RS,80.07930107526882,13.925940860215059
9,2018,-29.45027776999996,-51.824166660000465,A882,S,RS,81.76666666666667,19.089722222222214
10,2018,-29.45027776999996,-51.82416666000047,A882,S,RS,75.15188172043011,20.06841397849462
11,2018,-29.45027776999996,-51.824166660000465,A882,S,RS,71.41805555555555,22.657777777777774
12,2018,-29.45027776999996,-51.82416666000047,A882,S,RS,72.60483870967742,23.663709677419387
1,2018,-18.96666666000015,-50.6166666599997,A011,CO,GO,74.7997311827957,25.365053763440873
2,2018,-18.966666660000108,-50.61666666000004,A011,CO,GO,76.14285714285714,25.245684523809533
3,2018,-18.96666666000015,-50.6166666599997,A011,CO,GO,71.40725806451613,26.55591397849464
4,2018,-18.96666666000014,-50.61666665999981,A011,CO,GO,71.65694444444445,24.289166666666667
5,2018,-18.96666666000015,-50.6166666599997,A011,CO,GO,63.29838709677419,22.40887096774195
6,2018,-18.96666666000014,-50.61666665999981,A011,CO,GO,61.833333333333336,22.24708333333332
7,2018,-18.96666666000015,-50.6166666599997,A011,CO,GO,49.19892473118279,22.211962365591404
8,2018,-18.96666666000015,-50.6166666599997,A011,CO,GO,50.68279569892473,23.049327956989224
9,2018,-18.96666666000014,-50.61666665999981,A011,CO,GO,52.40972222222222,24.991666666666678
10,2018,-18.96666666000015,-50.6166666599997,A011,CO,GO,69.69623655913979,26.115322580645145
11,2018,-18.96666666000014,-50.61666665999981,A011,CO,GO,79.14305555555555,24.834305555555577
12,2018,-18.96666666000015,-50.6166666599997,A011,CO,GO,68.08602150537635,26.370295698924718
1,2018,0.03527777000000036,-51.08861109999999,A249,N,AP,81.06048387096774,26.434408602150548
2,2018,0.035277770000000354,-51.088611099999994,A249,N,AP,84.90625,25.565029761904746
3,2018,0.03527777000000036,-51.08861109999999,A249,N,AP,83.82795698924731,26.280645161290323
4,2018,0.03527777000000036,-51.08861109999999,A249,N,AP,85.41666666666667,25.80624999999999
5,2018,0.03527777000000036,-51.08861109999999,A249,N,AP,84.66397849462365,26.20201612903225
6,2018,0.03527777000000036,-51.08861109999999,A249,N,AP,81.68333333333334,26.599444444444437
7,2018,0.03527777000000036,-51.08861109999999,A249,N,AP,79.51747311827957,26.84301075268816
8,2018,0.03527777000000036,-51.08861109999999,A249,N,AP,74.4274193548387,27.641801075268802
9,2018,0.03527777000000036,-51.08861109999999,A249,N,AP,72.65555555555555,28.251527777777785
10,2018,0.03527777000000036,-51.08861109999999,A249,N,AP,-4519.146505376344,-4540.163306451613
11,2018,0.03527777000000036,-51.08861109999999,A249,N,AP,-9999.0,-9999.0
12,2018,0.03527777000000036,-51.08861109999999,A249,N,AP,-9999.0,-9999.0
1,2018,-21.751388880000267,-52.47055553999967,A759,CO,MS,-1345.6612903225807,25.7200268817204
2,2018,-21.751388880000256,-52.47055553999968,A759,CO,MS,-1189.9375,25.451785714285734
3,2018,-21.751388880000267,-52.47055553999967,A759,CO,MS,-1496.2809139784947,26.768817204301126
4,2018,-21.751388880000263,-52.47055553999967,A759,CO,MS,-483.74861111111113,25.308611111111137
5,2018,-21.751388880000267,-52.47055553999967,A759,CO,MS,-33.18817204301075,22.54448924731179
6,2018,-21.751388880000263,-52.47055553999967,A759,CO,MS,-283.7013888888889,21.060972222222237
7,2018,-21.751388880000267,-52.47055553999967,A759,CO,MS,48.678763440860216,22.477688172043013
8,2018,-21.751388880000267,-52.47055553999967,A759,CO,MS,-1143.8185483870968,20.05336021505375
9,2018,-21.751388880000263,-52.47055553999967,A759,CO,MS,-1198.3013888888888,23.378333333333305
10,2018,-21.751388880000267,-52.47055553999967,A759,CO,MS,-2069.42876344086,25.051747311827942
11,2018,-21.751388880000263,-52.47055553999967,A759,CO,MS,-630.0513888888889,25.600694444444464
12,2018,-21.751388880000267,-52.47055553999967,A759,CO,MS,-859.5322580645161,27.480107526881756
1,2018,-3.8000000000000274,-47.50999999999949,S111,N,PA,-9999.0,-9999.0
2,2018,-3.8000000000000105,-47.509999999999316,S111,N,PA,-9999.0,-9999.0
3,2018,-3.8000000000000274,-47.50999999999949,S111,N,PA,-9999.0,-9999.0
4,2018,-3.800000000000022,-47.50999999999941,S111,N,PA,-9999.0,-9999.0
5,2018,-3.8000000000000274,-47.50999999999949,S111,N,PA,-9999.0,-9999.0
6,2018,-3.800000000000022,-47.50999999999941,S111,N,PA,-9999.0,-9999.0
7,2018,-3.8000000000000274,-47.50999999999949,S111,N,PA,-9999.0,-9999.0
8,2018,-3.8000000000000274,-47.50999999999949,S111,N,PA,-9999.0,-9999.0
9,2018,-3.800000000000022,-47.50999999999941,S111,N,PA,-9999.0,-9999.0
10,2018,-3.8000000000000274,-47.50999999999949,S111,N,PA,-9999.0,-9999.0
11,2018,-3.800000000000022,-47.50999999999941,S111,N,PA,-9999.0,-9999.0
12,2018,-3.8000000000000274,-47.50999999999949,S111,N,PA,-9999.0,-9999.0
1,2018,-20.173055540000366,-44.87472220999939,A564,SE,MG,73.52016129032258,23.880510752688163
2,2018,-20.173055540000313,-44.874722209999405,A564,SE,MG,77.65178571428571,23.257738095238075
3,2018,-20.173055540000366,-44.87472220999939,A564,SE,MG,76.16129032258064,23.98091397849461
4,2018,-20.173055540000348,-44.87472220999939,A564,SE,MG,72.73472222222222,21.700972222222212
5,2018,-20.173055540000366,-44.87472220999939,A564,SE,MG,70.84543010752688,18.96935483870967
6,2018,-20.173055540000348,-44.87472220999939,A564,SE,MG,72.99305555555556,19.216388888888904
7,2018,-20.173055540000366,-44.87472220999939,A564,SE,MG,64.03091397849462,18.453091397849448
8,2018,-20.173055540000366,-44.87472220999939,A564,SE,MG,67.72849462365592,19.362365591397836
9,2018,-20.173055540000348,-44.87472220999939,A564,SE,MG,62.94861111111111,22.14611111111113
10,2018,-20.173055540000366,-44.87472220999939,A564,SE,MG,71.5,23.585349462365592
11,2018,-20.173055540000348,-44.87472220999939,A564,SE,MG,77.56388888888888,22.35861111111113
12,2018,-20.173055540000366,-44.87472220999939,A564,SE,MG,60.49193548387097,10.175134408602167
1,2018,-20.636388880000208,-40.741388880000144,A615,SE,ES,63.93413978494624,27.629838709677408
2,2018,-20.63638888000017,-40.741388880000144,A615,SE,ES,74.76190476190476,25.679910714285693
3,2018,-20.636388880000208,-40.741388880000144,A615,SE,ES,75.75537634408602,26.07056451612903
4,2018,-20.636388880000197,-40.741388880000144,A615,SE,ES,78.31805555555556,23.70708333333336
5,2018,-20.636388880000208,-40.741388880000144,A615,SE,ES,77.58064516129032,22.1891129032258
6,2018,-20.636388880000197,-40.741388880000144,A615,SE,ES,76.15,22.083333333333336
7,2018,-20.636388880000208,-40.741388880000144,A615,SE,ES,69.68010752688173,21.83588709677418
8,2018,-20.636388880000208,-40.741388880000144,A615,SE,ES,77.47983870967742,21.250806451612895
9,2018,-20.636388880000197,-40.741388880000144,A615,SE,ES,70.6361111111111,23.224999999999994
10,2018,-20.636388880000208,-40.741388880000144,A615,SE,ES,73.51209677419355,24.019489247311824
11,2018,-20.636388880000197,-40.741388880000144,A615,SE,ES,74.72222222222223,24.55333333333334
12,2018,-20.636388880000208,-40.741388880000144,A615,SE,ES,73.83602150537635,25.612903225806452
1,2018,-22.857222219999972,-54.605555549999416,A749,CO,MS,81.0725806451613,25.102956989247296
2,2018,-22.857222220000036,-54.60555554999947,A749,CO,MS,74.61904761904762,24.73630952380954
3,2018,-22.857222219999972,-54.605555549999416,A749,CO,MS,79.66129032258064,25.663575268817194
4,2018,-22.85722222000003,-54.60555554999943,A749,CO,MS,68.21111111111111,24.67277777777777
5,2018,-22.857222219999972,-54.605555549999416,A749,CO,MS,69.96236559139786,21.236693548387127
6,2018,-22.85722222000003,-54.60555554999943,A749,CO,MS,77.70694444444445,18.10847222222221
7,2018,-22.857222219999972,-54.605555549999416,A749,CO,MS,62.178763440860216,19.835215053763434
8,2018,-22.857222219999972,-54.605555549999416,A749,CO,MS,68.56451612903226,18.28346774193547
9,2018,-22.85722222000003,-54.60555554999943,A749,CO,MS,71.67361111111111,21.453194444444424
10,2018,-22.857222219999972,-54.605555549999416,A749,CO,MS,78.63575268817205,23.906989247311824
11,2018,-22.85722222000003,-54.60555554999943,A749,CO,MS,73.77361111111111,25.082222222222224
12,2018,-22.857222219999972,-54.605555549999416,A749,CO,MS,67.11827956989248,26.465725806451587
1,2018,-24.96305555000034,-48.41638887999992,A746,SE,SP,88.49327956989248,21.260752688172065
2,2018,-24.963055550000302,-48.41638887999961,A746,SE,SP,88.98065476190476,20.08363095238095
3,2018,-24.96305555000034,-48.41638887999992,A746,SE,SP,91.13037634408602,21.43750000000002
4,2018,-24.963055550000327,-48.416388879999815,A746,SE,SP,89.08888888888889,18.950555555555546
5,2018,-24.96305555000034,-48.41638887999992,A746,SE,SP,89.71370967741936,16.40403225806452
6,2018,-24.963055550000327,-48.416388879999815,A746,SE,SP,92.46666666666667,14.83805555555556
7,2018,-24.96305555000034,-48.41638887999992,A746,SE,SP,89.14247311827957,14.541397849462362
8,2018,-24.96305555000034,-48.41638887999992,A746,SE,SP,88.56989247311827,13.960618279569877
9,2018,-24.963055550000327,-48.416388879999815,A746,SE,SP,89.2375,16.77333333333335
10,2018,-24.96305555000034,-48.41638887999992,A746,SE,SP,92.51344086021506,17.62889784946237
11,2018,-24.963055550000327,-48.416388879999815,A746,SE,SP,90.25277777777778,18.98402777777777
12,2018,-24.96305555000034,-48.41638887999992,A746,SE,SP,72.59274193548387,7.845026881720426
10,2018,-21.938611100000184,-42.60083333000017,A629,SE,RJ,-2782.8075396825398,-2621.9942460317484
11,2018,-21.938611100000234,-42.60083333000056,A629,SE,RJ,-213.83055555555555,23.486666666666657
12,2018,-21.938611100000237,-42.60083333000059,A629,SE,RJ,-3863.2137096774195,11.473252688172035
1,2018,-20.16500000000038,-50.59499998999984,A733,SE,SP,77.03763440860214,25.109946236559114
2,2018,-20.165000000000326,-50.594999990000176,A733,SE,SP,75.95089285714286,24.63303571428572
3,2018,-20.16500000000038,-50.59499998999984,A733,SE,SP,73.24059139784946,26.270833333333343
4,2018,-20.16500000000036,-50.59499998999995,A733,SE,SP,65.29027777777777,24.270833333333307
5,2018,-20.16500000000038,-50.59499998999984,A733,SE,SP,-3675.6102150537636,-3694.1354838709663
6,2018,-20.16500000000036,-50.59499998999995,A733,SE,SP,-5421.879166666667,-5432.621527777781
7,2018,-20.16500000000038,-50.59499998999984,A733,SE,SP,45.219086021505376,22.35497311827956
8,2018,-20.16500000000038,-50.59499998999984,A733,SE,SP,54.83064516129032,21.791935483870944
9,2018,-20.16500000000036,-50.59499998999995,A733,SE,SP,53.96388888888889,24.40208333333332
10,2018,-20.16500000000038,-50.59499998999984,A733,SE,SP,68.90053763440861,25.662365591397815
11,2018,-20.16500000000036,-50.59499998999995,A733,SE,SP,77.06111111111112,24.614999999999977
12,2018,-20.16500000000038,-50.59499998999984,A733,SE,SP,-1395.2943548387098,-1429.064247311828
1,2018,-28.275555539999925,-49.93444444000018,A815,S,SC,85.19354838709677,16.893682795698957
2,2018,-28.275555539999925,-49.934444440000455,A815,S,SC,80.88839285714286,16.05729166666668
3,2018,-28.275555539999925,-49.93444444000018,A815,S,SC,84.12903225806451,16.92217741935484
4,2018,-28.275555539999925,-49.93444444000026,A815,S,SC,79.49444444444444,15.7147222222222
5,2018,-28.275555539999925,-49.93444444000018,A815,S,SC,82.89112903225806,11.928494623655922
6,2018,-28.275555539999925,-49.93444444000026,A815,S,SC,-1868.1347222222223,-3.797222222222223
7,2018,-28.275555539999925,-49.93444444000018,A815,S,SC,52.719086021505376,-15.730107526881746
8,2018,-28.275555539999925,-49.93444444000018,A815,S,SC,73.64784946236558,9.977284946236562
9,2018,-28.275555539999925,-49.93444444000026,A815,S,SC,79.94166666666666,13.257916666666675
10,2018,-28.275555539999925,-49.93444444000018,A815,S,SC,86.41935483870968,13.26478494623656
11,2018,-28.275555539999925,-49.93444444000026,A815,S,SC,52.53333333333333,-12.425416666666647
12,2018,-28.275555539999925,-49.93444444000018,A815,S,SC,62.594086021505376,3.860887096774188
1,2018,-2.52694442999997,-44.21305555000049,A203,NE,MA,82.33198924731182,26.64005376344085
2,2018,-2.5269444299999715,-44.213055550000476,A203,NE,MA,87.67857142857143,25.6001488095238
3,2018,-2.52694442999997,-44.21305555000049,A203,NE,MA,85.39650537634408,26.64973118279569
